Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2001,Both sexes,26.63,-,-
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2006,Female,37.54,-,-
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2006,Male,32.55,-,-
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2006,Both sexes,35.09,-,-
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2015,Female,59.69,-,-
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2015,Male,51.75,-,-
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2015,Both sexes,55.79,-,-
Caucasus and Central Asia,31,Azerbaijan,1999,Female,78.75,-,-
Caucasus and Central Asia,31,Azerbaijan,1999,Male,88.93,-,-
Caucasus and Central Asia,31,Azerbaijan,1999,Both sexes,83.53,-,-
Caucasus and Central Asia,31,Azerbaijan,2008,Female,77.89,-,-
Caucasus and Central Asia,31,Azerbaijan,2008,Male,88.63,-,-
Caucasus and Central Asia,31,Azerbaijan,2008,Both sexes,82.96,-,-
Caucasus and Central Asia,31,Azerbaijan,2007,Female,77.95,-,-
Caucasus and Central Asia,31,Azerbaijan,2007,Male,88.56,-,-
Caucasus and Central Asia,31,Azerbaijan,2007,Both sexes,82.95,-,-
Caucasus and Central Asia,31,Azerbaijan,2009,Female,85.36,-,-
Caucasus and Central Asia,31,Azerbaijan,2009,Male,92.17,-,-
Caucasus and Central Asia,31,Azerbaijan,2009,Both sexes,88.61,-,-
Caucasus and Central Asia,31,Azerbaijan,2010,Female,85.52,-,-
Caucasus and Central Asia,31,Azerbaijan,2010,Male,92.05,-,-
Caucasus and Central Asia,31,Azerbaijan,2010,Both sexes,88.65,-,-
Caucasus and Central Asia,31,Azerbaijan,2011,Female,85.56,-,-
Caucasus and Central Asia,31,Azerbaijan,2011,Male,92.05,-,-
Caucasus and Central Asia,31,Azerbaijan,2011,Both sexes,88.66,-,-
Caucasus and Central Asia,31,Azerbaijan,2012,Female,85.52,-,-
Caucasus and Central Asia,31,Azerbaijan,2012,Male,92.2,-,-
Caucasus and Central Asia,31,Azerbaijan,2012,Both sexes,88.71,-,-
Caucasus and Central Asia,31,Azerbaijan,2013,Female,85.48,-,-
Caucasus and Central Asia,31,Azerbaijan,2013,Male,92.24,-,-
Caucasus and Central Asia,31,Azerbaijan,2013,Both sexes,88.72,-,-
Caucasus and Central Asia,31,Azerbaijan,2014,Female,85.45,-,-
Caucasus and Central Asia,31,Azerbaijan,2014,Male,92.27,-,-
Caucasus and Central Asia,31,Azerbaijan,2014,Both sexes,88.71,-,-
Caucasus and Central Asia,31,Azerbaijan,2015,Female,85.37,-,-
Caucasus and Central Asia,31,Azerbaijan,2015,Male,92.26,-,-
Caucasus and Central Asia,31,Azerbaijan,2015,Both sexes,88.67,-,-
Caucasus and Central Asia,51,Armenia,2001,Female,81.07,-,-
Caucasus and Central Asia,51,Armenia,2001,Male,82.19,-,-
Caucasus and Central Asia,51,Armenia,2001,Both sexes,81.58,-,-
Caucasus and Central Asia,51,Armenia,2011,Female,90.37,-,-
Caucasus and Central Asia,51,Armenia,2011,Male,90.09,-,-
Caucasus and Central Asia,51,Armenia,2011,Both sexes,90.24,-,-
Caucasus and Central Asia,51,Armenia,2015,Female,92.04,-,-
Caucasus and Central Asia,51,Armenia,2015,Male,91.59,-,-
Caucasus and Central Asia,51,Armenia,2015,Both sexes,91.84,-,-
Caucasus and Central Asia,268,Georgia,2002,Female,82.26,-,-
Caucasus and Central Asia,268,Georgia,2002,Male,85.38,-,-
Caucasus and Central Asia,268,Georgia,2002,Both sexes,83.66,-,-
Caucasus and Central Asia,268,Georgia,2012,Female,89.83,-,-
Caucasus and Central Asia,268,Georgia,2012,Male,92.28,-,-
Caucasus and Central Asia,268,Georgia,2012,Both sexes,90.93,-,-
Caucasus and Central Asia,268,Georgia,2014,Female,91.35,-,-
Caucasus and Central Asia,268,Georgia,2014,Male,92.26,-,-
Caucasus and Central Asia,268,Georgia,2014,Both sexes,91.77,-,-
Caucasus and Central Asia,398,Kazakhstan,1999,Female,68.33,-,-
Caucasus and Central Asia,398,Kazakhstan,1999,Male,73.16,-,-
Caucasus and Central Asia,398,Kazakhstan,1999,Both sexes,70.52,-,-
Caucasus and Central Asia,398,Kazakhstan,2007,Female,96.43,-,-
Caucasus and Central Asia,398,Kazakhstan,2007,Male,96.18,-,-
Caucasus and Central Asia,398,Kazakhstan,2007,Both sexes,96.31,-,-
Caucasus and Central Asia,398,Kazakhstan,2009,Female,84.29,-,-
Caucasus and Central Asia,398,Kazakhstan,2009,Male,85.78,-,-
Caucasus and Central Asia,398,Kazakhstan,2009,Both sexes,84.98,-,-
Caucasus and Central Asia,417,Kyrgyzstan,1999,Female,74.72,-,-
Caucasus and Central Asia,417,Kyrgyzstan,1999,Male,79.44,-,-
Caucasus and Central Asia,417,Kyrgyzstan,1999,Both sexes,76.97,-,-
Caucasus and Central Asia,417,Kyrgyzstan,2009,Female,87.09,-,-
Caucasus and Central Asia,417,Kyrgyzstan,2009,Male,89.73,-,-
Caucasus and Central Asia,417,Kyrgyzstan,2009,Both sexes,88.37,-,-
Caucasus and Central Asia,762,Tajikistan,2000,Female,73.64,-,-
Caucasus and Central Asia,762,Tajikistan,2000,Male,84.45,-,-
Caucasus and Central Asia,762,Tajikistan,2000,Both sexes,78.96,-,-
Caucasus and Central Asia,795,Turkmenistan,1995,Female,73.18,-,-
Caucasus and Central Asia,795,Turkmenistan,1995,Male,81.3,-,-
Caucasus and Central Asia,795,Turkmenistan,1995,Both sexes,77.07,-,-
Caucasus and Central Asia,860,Uzbekistan,2013,Female,89.76,-,-
Caucasus and Central Asia,860,Uzbekistan,2013,Male,93.4,-,-
Caucasus and Central Asia,860,Uzbekistan,2013,Both sexes,91.54,-,-
Caucasus and Central Asia,860,Uzbekistan,2014,Female,90.17,-,-
Caucasus and Central Asia,860,Uzbekistan,2014,Male,93.79,-,-
Caucasus and Central Asia,860,Uzbekistan,2014,Both sexes,91.95,-,-
Caucasus and Central Asia,860,Uzbekistan,2015,Female,90.3,-,-
Caucasus and Central Asia,860,Uzbekistan,2015,Male,93.93,-,-
Caucasus and Central Asia,860,Uzbekistan,2015,Both sexes,92.08,-,-
Western Asia,48,Bahrain,2010,Female,45.21,-,-
Western Asia,48,Bahrain,2010,Male,40.6,-,-
Western Asia,48,Bahrain,2010,Both sexes,42.11,-,-
Western Asia,48,Bahrain,2001,Female,45.96,-,-
Western Asia,48,Bahrain,2001,Male,51.71,-,-
Western Asia,48,Bahrain,2001,Both sexes,49.65,-,-
Western Asia,275,State of Palestine,2008,Female,28.98,-,-
Western Asia,275,State of Palestine,2008,Male,36.5,-,-
Western Asia,275,State of Palestine,2008,Both sexes,32.76,-,-
Western Asia,275,State of Palestine,2007,Female,27.63,-,-
Western Asia,275,State of Palestine,2007,Male,36.41,-,-
Western Asia,275,State of Palestine,2007,Both sexes,32.05,-,-
Western Asia,275,State of Palestine,2009,Female,31.57,-,-
Western Asia,275,State of Palestine,2009,Male,38.4,-,-
Western Asia,275,State of Palestine,2009,Both sexes,35.01,-,-
Western Asia,275,State of Palestine,2010,Female,32,-,-
Western Asia,275,State of Palestine,2010,Male,37.87,-,-
Western Asia,275,State of Palestine,2010,Both sexes,34.95,-,-
Western Asia,275,State of Palestine,2004,Female,25.37,-,-
Western Asia,275,State of Palestine,2004,Male,36.16,-,-
Western Asia,275,State of Palestine,2004,Both sexes,30.76,-,-
Western Asia,275,State of Palestine,2006,Female,26.82,-,-
Western Asia,275,State of Palestine,2006,Male,35.57,-,-
Western Asia,275,State of Palestine,2006,Both sexes,31.22,-,-
Western Asia,275,State of Palestine,2011,Female,33.21,-,-
Western Asia,275,State of Palestine,2011,Male,39.46,-,-
Western Asia,275,State of Palestine,2011,Both sexes,36.36,-,-
Western Asia,275,State of Palestine,2012,Female,35.7,-,-
Western Asia,275,State of Palestine,2012,Male,40.32,-,-
Western Asia,275,State of Palestine,2012,Both sexes,38.02,-,-
Western Asia,275,State of Palestine,2013,Female,36.83,-,-
Western Asia,275,State of Palestine,2013,Male,40.16,-,-
Western Asia,275,State of Palestine,2013,Both sexes,38.51,-,-
Western Asia,275,State of Palestine,2014,Female,36.52,-,-
Western Asia,275,State of Palestine,2014,Male,39.37,-,-
Western Asia,275,State of Palestine,2014,Both sexes,37.96,-,-
Western Asia,275,State of Palestine,2015,Female,38.26,-,-
Western Asia,275,State of Palestine,2015,Male,39.78,-,-
Western Asia,275,State of Palestine,2015,Both sexes,39.02,-,-
Western Asia,368,Iraq,2013,Female,23.95,-,-
Western Asia,368,Iraq,2013,Male,34.38,-,-
Western Asia,368,Iraq,2013,Both sexes,29.72,-,-
Western Asia,400,Jordan,2003,Female,1.31,-,-
Western Asia,400,Jordan,2003,Male,1.51,-,-
Western Asia,400,Jordan,2003,Both sexes,1.41,-,-
Western Asia,400,Jordan,2008,Female,39.78,-,-
Western Asia,400,Jordan,2008,Male,42.33,-,-
Western Asia,400,Jordan,2008,Both sexes,41.05,-,-
Western Asia,400,Jordan,2007,Female,40.46,-,-
Western Asia,400,Jordan,2007,Male,53.07,-,-
Western Asia,400,Jordan,2007,Both sexes,51.15,-,-
Western Asia,400,Jordan,2010,Female,40.08,-,-
Western Asia,400,Jordan,2010,Male,42.54,-,-
Western Asia,400,Jordan,2010,Both sexes,41.35,-,-
Western Asia,414,Kuwait,2008,Female,32.17,-,-
Western Asia,414,Kuwait,2008,Male,23.85,-,-
Western Asia,414,Kuwait,2008,Both sexes,26.53,-,-
Western Asia,414,Kuwait,2005,Female,30.1,-,-
Western Asia,414,Kuwait,2005,Male,23.12,-,-
Western Asia,414,Kuwait,2005,Both sexes,25.36,-,-
Western Asia,414,Kuwait,2007,Female,30.71,-,-
Western Asia,414,Kuwait,2007,Male,23.22,-,-
Western Asia,414,Kuwait,2007,Both sexes,25.62,-,-
Western Asia,414,Kuwait,2006,Female,31.33,-,-
Western Asia,414,Kuwait,2006,Male,22.93,-,-
Western Asia,414,Kuwait,2006,Both sexes,25.56,-,-
Western Asia,414,Kuwait,2012,Female,34.26,-,-
Western Asia,414,Kuwait,2012,Male,31.83,-,-
Western Asia,414,Kuwait,2012,Both sexes,32.7,-,-
Western Asia,414,Kuwait,2013,Female,34.1,-,-
Western Asia,414,Kuwait,2013,Male,25.14,-,-
Western Asia,414,Kuwait,2013,Both sexes,28.34,-,-
Western Asia,414,Kuwait,2015,Female,36.32,-,-
Western Asia,414,Kuwait,2015,Male,26.38,-,-
Western Asia,414,Kuwait,2015,Both sexes,29.9,-,-
Western Asia,422,Lebanon,2007,Female,32.51,-,-
Western Asia,422,Lebanon,2007,Male,33.39,-,-
Western Asia,422,Lebanon,2007,Both sexes,32.93,-,-
Western Asia,512,Oman,2003,Female,26.91,-,-
Western Asia,512,Oman,2003,Male,30.18,-,-
Western Asia,512,Oman,2003,Both sexes,28.95,-,-
Western Asia,512,Oman,2008,Female,39.26,-,-
Western Asia,512,Oman,2008,Male,42.55,-,-
Western Asia,512,Oman,2008,Both sexes,41.47,-,-
Western Asia,512,Oman,2010,Female,42.77,-,-
Western Asia,512,Oman,2010,Male,40.28,-,-
Western Asia,512,Oman,2010,Both sexes,41.2,-,-
Western Asia,512,Oman,2015,Female,63.18,-,-
Western Asia,512,Oman,2015,Male,45.31,-,-
Western Asia,512,Oman,2015,Both sexes,50.37,-,-
Western Asia,634,Qatar,2008,Female,60.65,-,-
Western Asia,634,Qatar,2008,Male,48.78,-,-
Western Asia,634,Qatar,2008,Both sexes,50.83,-,-
Western Asia,634,Qatar,2007,Female,59.21,-,-
Western Asia,634,Qatar,2007,Male,46.8,-,-
Western Asia,634,Qatar,2007,Both sexes,49.3,-,-
Western Asia,634,Qatar,2009,Female,61.81,-,-
Western Asia,634,Qatar,2009,Male,39.76,-,-
Western Asia,634,Qatar,2009,Both sexes,43.39,-,-
Western Asia,634,Qatar,2010,Female,38.27,-,-
Western Asia,634,Qatar,2010,Male,36.21,-,-
Western Asia,634,Qatar,2010,Both sexes,36.74,-,-
Western Asia,634,Qatar,2004,Female,52.14,-,-
Western Asia,634,Qatar,2004,Male,36.8,-,-
Western Asia,634,Qatar,2004,Both sexes,40.97,-,-
Western Asia,634,Qatar,2011,Female,53.81,-,-
Western Asia,634,Qatar,2011,Male,38.02,-,-
Western Asia,634,Qatar,2011,Both sexes,41.11,-,-
Western Asia,634,Qatar,2012,Female,56.65,-,-
Western Asia,634,Qatar,2012,Male,37.83,-,-
Western Asia,634,Qatar,2012,Both sexes,41.34,-,-
Western Asia,634,Qatar,2013,Female,55.12,-,-
Western Asia,634,Qatar,2013,Male,43.84,-,-
Western Asia,634,Qatar,2013,Both sexes,46.07,-,-
Western Asia,634,Qatar,2014,Female,58.03,-,-
Western Asia,634,Qatar,2014,Male,40.7,-,-
Western Asia,634,Qatar,2014,Both sexes,43.96,-,-
Western Asia,682,Saudi Arabia,2000,Female,23.5,-,-
Western Asia,682,Saudi Arabia,2000,Male,34.59,-,-
Western Asia,682,Saudi Arabia,2000,Both sexes,30.07,-,-
Western Asia,682,Saudi Arabia,2004,Female,32.23,-,-
Western Asia,682,Saudi Arabia,2004,Male,35.41,-,-
Western Asia,682,Saudi Arabia,2004,Both sexes,34.17,-,-
Western Asia,682,Saudi Arabia,2013,Female,45.66,-,-
Western Asia,682,Saudi Arabia,2013,Male,50.91,-,-
Western Asia,682,Saudi Arabia,2013,Both sexes,48.89,-,-
Western Asia,760,Syrian Arab Republic,2008,Female,17.74,-,-
Western Asia,760,Syrian Arab Republic,2008,Male,24.95,-,-
Western Asia,760,Syrian Arab Republic,2008,Both sexes,21.35,-,-
Western Asia,760,Syrian Arab Republic,2007,Female,17.21,-,-
Western Asia,760,Syrian Arab Republic,2007,Male,26.45,-,-
Western Asia,760,Syrian Arab Republic,2007,Both sexes,21.85,-,-
Western Asia,760,Syrian Arab Republic,2009,Female,18.88,-,-
Western Asia,760,Syrian Arab Republic,2009,Male,24.76,-,-
Western Asia,760,Syrian Arab Republic,2009,Both sexes,21.9,-,-
Western Asia,760,Syrian Arab Republic,2002,Female,6.81,-,-
Western Asia,760,Syrian Arab Republic,2002,Male,14.3,-,-
Western Asia,760,Syrian Arab Republic,2002,Both sexes,10.43,-,-
Western Asia,784,United Arab Emirates,2005,Female,59.85,-,-
Western Asia,784,United Arab Emirates,2005,Male,43,-,-
Western Asia,784,United Arab Emirates,2005,Both sexes,47.11,-,-
Western Asia,792,Turkey,2008,Female,20.69,-,-
Western Asia,792,Turkey,2008,Male,32.48,-,-
Western Asia,792,Turkey,2008,Both sexes,26.49,-,-
Western Asia,792,Turkey,2005,Female,15.64,-,-
Western Asia,792,Turkey,2005,Male,28.77,-,-
Western Asia,792,Turkey,2005,Both sexes,22.19,-,-
Western Asia,792,Turkey,2007,Female,17.38,-,-
Western Asia,792,Turkey,2007,Male,30.03,-,-
Western Asia,792,Turkey,2007,Both sexes,23.69,-,-
Western Asia,792,Turkey,2009,Female,21.72,-,-
Western Asia,792,Turkey,2009,Male,33.86,-,-
Western Asia,792,Turkey,2009,Both sexes,27.7,-,-
Western Asia,792,Turkey,2010,Female,23.58,-,-
Western Asia,792,Turkey,2010,Male,36.56,-,-
Western Asia,792,Turkey,2010,Both sexes,29.99,-,-
Western Asia,792,Turkey,2004,Female,14.84,-,-
Western Asia,792,Turkey,2004,Male,27.25,-,-
Western Asia,792,Turkey,2004,Both sexes,21.03,-,-
Western Asia,792,Turkey,2006,Female,16.71,-,-
Western Asia,792,Turkey,2006,Male,29.73,-,-
Western Asia,792,Turkey,2006,Both sexes,23.2,-,-
Western Asia,792,Turkey,2011,Female,25.13,-,-
Western Asia,792,Turkey,2011,Male,38.64,-,-
Western Asia,792,Turkey,2011,Both sexes,31.8,-,-
Western Asia,792,Turkey,2012,Female,26.11,-,-
Western Asia,792,Turkey,2012,Male,39.59,-,-
Western Asia,792,Turkey,2012,Both sexes,32.77,-,-
Western Asia,792,Turkey,2013,Female,27.12,-,-
Western Asia,792,Turkey,2013,Male,40.56,-,-
Western Asia,792,Turkey,2013,Both sexes,33.76,-,-
Western Asia,792,Turkey,2014,Female,28.54,-,-
Western Asia,792,Turkey,2014,Male,42.08,-,-
Western Asia,792,Turkey,2014,Both sexes,35.24,-,-
Western Asia,792,Turkey,2015,Female,30.45,-,-
Western Asia,792,Turkey,2015,Male,43.84,-,-
Western Asia,792,Turkey,2015,Both sexes,37.07,-,-
South-eastern Asia,116,Cambodia,2008,Female,1.59,-,-
South-eastern Asia,116,Cambodia,2008,Male,4.69,-,-
South-eastern Asia,116,Cambodia,2008,Both sexes,3.01,-,-
South-eastern Asia,116,Cambodia,2007,Female,3.34,-,-
South-eastern Asia,116,Cambodia,2007,Male,10.07,-,-
South-eastern Asia,116,Cambodia,2007,Both sexes,6.42,-,-
South-eastern Asia,116,Cambodia,2009,Female,3.32,-,-
South-eastern Asia,116,Cambodia,2009,Male,9.77,-,-
South-eastern Asia,116,Cambodia,2009,Both sexes,6.26,-,-
South-eastern Asia,360,Indonesia,2008,Female,22.39,-,-
South-eastern Asia,360,Indonesia,2008,Male,30.18,-,-
South-eastern Asia,360,Indonesia,2008,Both sexes,26.2,-,-
South-eastern Asia,360,Indonesia,2007,Female,21.69,-,-
South-eastern Asia,360,Indonesia,2007,Male,30.51,-,-
South-eastern Asia,360,Indonesia,2007,Both sexes,26.01,-,-
South-eastern Asia,360,Indonesia,2009,Female,23.84,-,-
South-eastern Asia,360,Indonesia,2009,Male,32.16,-,-
South-eastern Asia,360,Indonesia,2009,Both sexes,27.84,-,-
South-eastern Asia,360,Indonesia,2006,Female,22.75,-,-
South-eastern Asia,360,Indonesia,2006,Male,28.4,-,-
South-eastern Asia,360,Indonesia,2006,Both sexes,26.41,-,-
South-eastern Asia,360,Indonesia,2011,Female,25.16,-,-
South-eastern Asia,360,Indonesia,2011,Male,32.79,-,-
South-eastern Asia,360,Indonesia,2011,Both sexes,28.93,-,-
South-eastern Asia,360,Indonesia,2014,Female,27.37,-,-
South-eastern Asia,360,Indonesia,2014,Male,34.88,-,-
South-eastern Asia,360,Indonesia,2014,Both sexes,31.09,-,-
South-eastern Asia,360,Indonesia,2015,Female,28.53,-,-
South-eastern Asia,360,Indonesia,2015,Male,36.06,-,-
South-eastern Asia,360,Indonesia,2015,Both sexes,32.26,-,-
South-eastern Asia,458,Malaysia,2000,Female,33.44,-,-
South-eastern Asia,458,Malaysia,2000,Male,39.33,-,-
South-eastern Asia,458,Malaysia,2000,Both sexes,36.41,-,-
South-eastern Asia,458,Malaysia,2005,Female,26.38,-,-
South-eastern Asia,458,Malaysia,2005,Male,28.76,-,-
South-eastern Asia,458,Malaysia,2005,Both sexes,27.6,-,-
South-eastern Asia,458,Malaysia,2009,Female,47.85,-,-
South-eastern Asia,458,Malaysia,2009,Male,50.96,-,-
South-eastern Asia,458,Malaysia,2009,Both sexes,49.42,-,-
South-eastern Asia,458,Malaysia,2010,Female,49.73,-,-
South-eastern Asia,458,Malaysia,2010,Male,52.06,-,-
South-eastern Asia,458,Malaysia,2010,Both sexes,50.9,-,-
South-eastern Asia,458,Malaysia,1996,Female,26.93,-,-
South-eastern Asia,458,Malaysia,1996,Male,33.73,-,-
South-eastern Asia,458,Malaysia,1996,Both sexes,30.37,-,-
South-eastern Asia,608,Philippines,2000,Female,35.76,-,-
South-eastern Asia,608,Philippines,2000,Male,35.66,-,-
South-eastern Asia,608,Philippines,2000,Both sexes,35.71,-,-
South-eastern Asia,608,Philippines,2010,Female,57.07,-,-
South-eastern Asia,608,Philippines,2010,Male,54.91,-,-
South-eastern Asia,608,Philippines,2010,Both sexes,56,-,-
South-eastern Asia,608,Philippines,2004,Female,52.38,-,-
South-eastern Asia,608,Philippines,2004,Male,49.8,-,-
South-eastern Asia,608,Philippines,2004,Both sexes,51.1,-,-
South-eastern Asia,608,Philippines,2013,Female,60.11,-,-
South-eastern Asia,608,Philippines,2013,Male,56.77,-,-
South-eastern Asia,608,Philippines,2013,Both sexes,58.46,-,-
South-eastern Asia,702,Singapore,2008,Female,60.63,-,-
South-eastern Asia,702,Singapore,2008,Male,65.92,-,-
South-eastern Asia,702,Singapore,2008,Both sexes,63.17,-,-
South-eastern Asia,702,Singapore,2005,Female,55.97,-,-
South-eastern Asia,702,Singapore,2005,Male,63.02,-,-
South-eastern Asia,702,Singapore,2005,Both sexes,59.38,-,-
South-eastern Asia,702,Singapore,2007,Female,57.57,-,-
South-eastern Asia,702,Singapore,2007,Male,61.9,-,-
South-eastern Asia,702,Singapore,2007,Both sexes,59.65,-,-
South-eastern Asia,702,Singapore,2009,Female,60.44,-,-
South-eastern Asia,702,Singapore,2009,Male,66.16,-,-
South-eastern Asia,702,Singapore,2009,Both sexes,63.18,-,-
South-eastern Asia,702,Singapore,2010,Female,62.54,-,-
South-eastern Asia,702,Singapore,2010,Male,68.72,-,-
South-eastern Asia,702,Singapore,2010,Both sexes,65.52,-,-
South-eastern Asia,702,Singapore,2006,Female,56.29,-,-
South-eastern Asia,702,Singapore,2006,Male,61.37,-,-
South-eastern Asia,702,Singapore,2006,Both sexes,58.75,-,-
South-eastern Asia,702,Singapore,1995,Female,17.75,-,-
South-eastern Asia,702,Singapore,1995,Male,24.99,-,-
South-eastern Asia,702,Singapore,1995,Both sexes,21.31,-,-
South-eastern Asia,702,Singapore,2011,Female,63.69,-,-
South-eastern Asia,702,Singapore,2011,Male,69.69,-,-
South-eastern Asia,702,Singapore,2011,Both sexes,66.57,-,-
South-eastern Asia,702,Singapore,2012,Female,64.9,-,-
South-eastern Asia,702,Singapore,2012,Male,70.77,-,-
South-eastern Asia,702,Singapore,2012,Both sexes,67.7,-,-
South-eastern Asia,702,Singapore,2013,Female,66.01,-,-
South-eastern Asia,702,Singapore,2013,Male,71.78,-,-
South-eastern Asia,702,Singapore,2013,Both sexes,68.78,-,-
South-eastern Asia,702,Singapore,2014,Female,67.07,-,-
South-eastern Asia,702,Singapore,2014,Male,72.25,-,-
South-eastern Asia,702,Singapore,2014,Both sexes,69.55,-,-
South-eastern Asia,702,Singapore,2015,Female,68.28,-,-
South-eastern Asia,702,Singapore,2015,Male,73.79,-,-
South-eastern Asia,702,Singapore,2015,Both sexes,70.92,-,-
South-eastern Asia,704,Viet Nam,2009,Female,21.44,-,-
South-eastern Asia,704,Viet Nam,2009,Male,30.41,-,-
South-eastern Asia,704,Viet Nam,2009,Both sexes,25.68,-,-
South-eastern Asia,764,Thailand,2010,Female,26.04,-,-
South-eastern Asia,764,Thailand,2010,Male,28.74,-,-
South-eastern Asia,764,Thailand,2010,Both sexes,27.34,-,-
South-eastern Asia,764,Thailand,2004,Female,21.46,-,-
South-eastern Asia,764,Thailand,2004,Male,23.84,-,-
South-eastern Asia,764,Thailand,2004,Both sexes,22.64,-,-
South-eastern Asia,764,Thailand,2006,Female,21.25,-,-
South-eastern Asia,764,Thailand,2006,Male,24.01,-,-
South-eastern Asia,764,Thailand,2006,Both sexes,22.57,-,-
South-eastern Asia,764,Thailand,2013,Female,28.17,-,-
South-eastern Asia,764,Thailand,2013,Male,30.51,-,-
South-eastern Asia,764,Thailand,2013,Both sexes,29.29,-,-
South-eastern Asia,764,Thailand,2016,Female,31.9,-,-
South-eastern Asia,764,Thailand,2016,Male,33.52,-,-
South-eastern Asia,764,Thailand,2016,Both sexes,32.67,-,-
Eastern Asia,156,China,2010,Female,19.2,-,-
Eastern Asia,156,China,2010,Male,25.37,-,-
Eastern Asia,156,China,2010,Both sexes,22.32,-,-
Eastern Asia,344,China  Hong Kong Special Administrative Region,2008,Female,53.47,-,-
Eastern Asia,344,China  Hong Kong Special Administrative Region,2008,Male,57.4,-,-
Eastern Asia,344,China  Hong Kong Special Administrative Region,2008,Both sexes,55.29,-,-
Eastern Asia,344,China  Hong Kong Special Administrative Region,2009,Female,54.2,-,-
Eastern Asia,344,China  Hong Kong Special Administrative Region,2009,Male,58.04,-,-
Eastern Asia,344,China  Hong Kong Special Administrative Region,2009,Both sexes,55.97,-,-
Eastern Asia,344,China  Hong Kong Special Administrative Region,2010,Female,55.39,-,-
Eastern Asia,344,China  Hong Kong Special Administrative Region,2010,Male,59.04,-,-
Eastern Asia,344,China  Hong Kong Special Administrative Region,2010,Both sexes,57.06,-,-
Eastern Asia,344,China  Hong Kong Special Administrative Region,1996,Female,41.38,-,-
Eastern Asia,344,China  Hong Kong Special Administrative Region,1996,Male,44.82,-,-
Eastern Asia,344,China  Hong Kong Special Administrative Region,1996,Both sexes,43.08,-,-
Eastern Asia,344,China  Hong Kong Special Administrative Region,2006,Female,52.28,-,-
Eastern Asia,344,China  Hong Kong Special Administrative Region,2006,Male,56.2,-,-
Eastern Asia,344,China  Hong Kong Special Administrative Region,2006,Both sexes,54.11,-,-
Eastern Asia,344,China  Hong Kong Special Administrative Region,2011,Female,57.36,-,-
Eastern Asia,344,China  Hong Kong Special Administrative Region,2011,Male,61.37,-,-
Eastern Asia,344,China  Hong Kong Special Administrative Region,2011,Both sexes,59.18,-,-
Eastern Asia,344,China  Hong Kong Special Administrative Region,2014,Female,59.62,-,-
Eastern Asia,344,China  Hong Kong Special Administrative Region,2014,Male,63.19,-,-
Eastern Asia,344,China  Hong Kong Special Administrative Region,2014,Both sexes,61.22,-,-
Eastern Asia,344,China  Hong Kong Special Administrative Region,2015,Female,60.5,-,-
Eastern Asia,344,China  Hong Kong Special Administrative Region,2015,Male,64.21,-,-
Eastern Asia,344,China  Hong Kong Special Administrative Region,2015,Both sexes,62.16,-,-
Eastern Asia,410,Republic of Korea,2000,Female,55.3,-,-
Eastern Asia,410,Republic of Korea,2000,Male,72.57,-,-
Eastern Asia,410,Republic of Korea,2000,Both sexes,63.71,-,-
Eastern Asia,410,Republic of Korea,2005,Female,61.96,-,-
Eastern Asia,410,Republic of Korea,2005,Male,77.24,-,-
Eastern Asia,410,Republic of Korea,2005,Both sexes,69.25,-,-
Eastern Asia,410,Republic of Korea,2009,Male,74.23,-,-
Eastern Asia,410,Republic of Korea,2009,Both sexes,66.04,-,-
Eastern Asia,410,Republic of Korea,2010,Female,66.22,-,-
Eastern Asia,410,Republic of Korea,2010,Male,79.63,-,-
Eastern Asia,410,Republic of Korea,2010,Both sexes,72.72,-,-
Eastern Asia,410,Republic of Korea,1995,Female,46.36,-,-
Eastern Asia,410,Republic of Korea,1995,Male,67.12,-,-
Eastern Asia,410,Republic of Korea,1995,Both sexes,56.46,-,-
Eastern Asia,446,China  Macao Special Administrative Region,2006,Female,33.5,-,-
Eastern Asia,446,China  Macao Special Administrative Region,2006,Male,38.07,-,-
Eastern Asia,446,China  Macao Special Administrative Region,2006,Both sexes,35.7,-,-
Eastern Asia,446,China  Macao Special Administrative Region,2011,Female,43.23,-,-
Eastern Asia,446,China  Macao Special Administrative Region,2011,Male,46.72,-,-
Eastern Asia,446,China  Macao Special Administrative Region,2011,Both sexes,44.87,-,-
Eastern Asia,496,Mongolia,2000,Female,55.78,-,-
Eastern Asia,496,Mongolia,2000,Male,50.83,-,-
Eastern Asia,496,Mongolia,2000,Both sexes,53.37,-,-
Eastern Asia,496,Mongolia,2010,Female,71.14,-,-
Eastern Asia,496,Mongolia,2010,Male,63.8,-,-
Eastern Asia,496,Mongolia,2010,Both sexes,67.57,-,-
